university,user_id,user_name,number_tweets,friends_count,followers_count,created_at
noestudie_cl,6950961605732680743,romancarter2699,603,2591,2727,Wed Aug 24 00:00:00 +0000 2011
noestudie_cl,8704223524756379816,jackrivera1689,1703,3526,30962,Sun Sep 30 00:00:00 +0000 2007
noestudie_cl,5074182257925168850,alexanderrogers5507,9842,3507,70285,Thu Oct 24 00:00:00 +0000 2019
chile_cl,7682693648522447173,isaiahrobinson5279,4693,3771,86531,Mon Oct 30 00:00:00 +0000 2017
harvard_cl,6980665384416343576,masonmitchell1270,1237,1059,4913,Tue Apr 10 00:00:00 +0000 2012
noestudie_cl,4316824283996807189,olivermorgan8189,3561,2946,46154,Sat Sep 15 00:00:00 +0000 2012
noestudie_cl,6718322818048603647,graysonkelly8419,1958,120,50453,Mon Mar 20 00:00:00 +0000 2006
harvard_cl,4743983538659563934,jacobthompson1896,4579,967,95699,Sun Jul 24 00:00:00 +0000 2005
chile_cl,4144720443271820231,andrewhill8572,3536,4461,31059,Tue Jun 24 00:00:00 +0000 2003
chile_cl,3807408104819193114,axelroberts190,4536,2898,62133,Mon Jul 17 00:00:00 +0000 2000
noestudie_cl,5452886698819735093,cooperdiaz3072,6058,4472,4538,Fri Sep 06 00:00:00 +0000 2002
chile_cl,4044626171817141595,jaxonortiz2221,1613,1674,36480,Tue Sep 20 00:00:00 +0000 2011
chile_cl,23213349596770531,lucaward1987,3088,3718,99764,Thu Sep 18 00:00:00 +0000 2014
fake_cl,4573355384703477875,connorortiz7940,1072,658,29095,Mon Jan 16 00:00:00 +0000 2012
udec_cl,3415057899943198455,gabrielprice1167,4163,679,13565,Thu Nov 30 00:00:00 +0000 2000
udec_cl,7245213808186872964,henryturner7252,2009,847,13025,Wed Nov 04 00:00:00 +0000 2020
fake_cl,8449423399905795435,jaxonsanderson8448,8095,2109,10886,Mon Jul 17 00:00:00 +0000 2000
harvard_cl,1633517584035381819,adamtorres3199,1818,4400,29547,Tue Oct 21 00:00:00 +0000 2008
noestudie_cl,7156560919813851498,asherramirez8079,1556,727,77742,Thu Oct 06 00:00:00 +0000 2016
harvard_cl,7355222836130502059,ezekielcollins1523,7606,73,10523,Fri Sep 12 00:00:00 +0000 2014
harvard_cl,6842114092687744926,coltonmartinez5112,4360,346,84137,Thu Nov 25 00:00:00 +0000 2004
udec_cl,2406074403146017663,jonathannguyen3497,1556,4207,49914,Wed Mar 22 00:00:00 +0000 2017
chile_cl,7588956846097805397,kaibrown2186,557,2451,42518,Sat Jul 27 00:00:00 +0000 2019
noestudie_cl,2318679946638977094,calebruiz1678,1644,4613,94822,Wed Dec 07 00:00:00 +0000 2011
udec_cl,7760957218667405723,alexanderhall3746,8446,2124,86695,Sat Nov 09 00:00:00 +0000 2013
chile_cl,3171281436458448373,parkercarter8699,1080,3452,5877,Fri May 13 00:00:00 +0000 2022
fake_cl,2819460461818563090,alexanderdavis6538,1647,1355,8924,Tue Sep 03 00:00:00 +0000 2024
fake_cl,5311705419756648267,parkercooper3517,1682,3603,70181,Sun Jun 09 00:00:00 +0000 2002
harvard_cl,1902843842094295054,hunterwalker2811,1532,2143,75,Fri Jan 11 00:00:00 +0000 2002
harvard_cl,8696017517671554488,josephbrooks8237,1300,2811,8794,Wed Jul 18 00:00:00 +0000 2001
udec_cl,2307696949960440696,isaiahlong8744,4304,501,47727,Wed Jun 21 00:00:00 +0000 2006
chile_cl,6047481464480001400,jackhill4490,22,2678,67128,Wed Dec 02 00:00:00 +0000 2015
harvard_cl,305782013810342439,mateogray3904,1864,3403,620,Sat Feb 03 00:00:00 +0000 2007
chile_cl,5143329573352618368,levimyers7480,3156,2646,72257,Wed Mar 30 00:00:00 +0000 2016
noestudie_cl,7369295704980272443,sebastianflores9321,5354,2129,31840,Tue Feb 25 00:00:00 +0000 2014
fake_cl,74503478471360041,sebastianadams8654,1694,74,43788,Sun Nov 13 00:00:00 +0000 2016
noestudie_cl,9112120409429128771,danieladams4587,7481,1950,95747,Wed Sep 15 00:00:00 +0000 2004
noestudie_cl,2310584336295629517,charlesroberts4159,1506,3450,699,Sat Aug 24 00:00:00 +0000 2024
udec_cl,2640679679318887920,josiahhall5689,9446,3076,22746,Sat Jul 27 00:00:00 +0000 2024
chile_cl,6124537259061663853,thomaswilliams2470,1350,3767,28830,Wed Jul 09 00:00:00 +0000 2008
fake_cl,2866544572423100403,dylanthomas776,1390,535,53612,Sun May 02 00:00:00 +0000 2010
noestudie_cl,6927105348384734987,leothomas2830,9804,2435,50742,Thu Dec 11 00:00:00 +0000 2008
harvard_cl,5215227624054865293,wyatthughes5900,2174,4692,29214,Sat Sep 23 00:00:00 +0000 2006
harvard_cl,4223725151541765883,owenroberts7786,3804,1018,62435,Fri Jul 31 00:00:00 +0000 2020
harvard_cl,8719098765864888909,jaxonbaker6176,4112,62,33699,Thu Oct 07 00:00:00 +0000 2004
udec_cl,8048794485600085644,olivermoore8124,317,2907,34767,Tue Aug 10 00:00:00 +0000 2010
noestudie_cl,3049381686151039822,andrewgomez420,2879,2344,42224,Tue Dec 08 00:00:00 +0000 2015
noestudie_cl,7959391977224543536,julianwilson5745,3809,52,60788,Thu Aug 12 00:00:00 +0000 2004
fake_cl,7680280915918813596,andrewgomez3555,1424,2253,96536,Sat Sep 09 00:00:00 +0000 2023
chile_cl,1054354840311339611,lincolnward4493,6520,1388,87782,Thu Nov 18 00:00:00 +0000 2010
harvard_cl,2175260209646232307,isaiahallen2536,5647,1843,39927,Fri Dec 09 00:00:00 +0000 2011
noestudie_cl,3810295330874532531,kaibrooks8262,4726,3801,76721,Sun Aug 26 00:00:00 +0000 2007
udec_cl,4448925970674063550,dylanallen1749,2080,4473,29499,Thu Aug 27 00:00:00 +0000 2020
chile_cl,7240485671242524273,leocollins5572,7125,4747,47125,Fri Nov 02 00:00:00 +0000 2012
harvard_cl,3006624534394653532,masonwatson913,8374,1922,42019,Sun Oct 29 00:00:00 +0000 2023
udec_cl,2713660013169598692,jamesoncox7680,2918,2298,50309,Sun Sep 30 00:00:00 +0000 2007
udec_cl,2261963025108987887,jaxsonmiller1036,4539,3160,38559,Sat Jul 17 00:00:00 +0000 2004
fake_cl,7825914265607047901,hunterbailey7225,8086,2964,17571,Sat May 21 00:00:00 +0000 2016
chile_cl,5876397869961028042,anthonylopez1116,3757,3716,24904,Wed Oct 19 00:00:00 +0000 2005
chile_cl,285115105210305204,kaydenwhite8861,4021,207,78581,Tue Aug 31 00:00:00 +0000 2004
chile_cl,2028282637120464811,charleswatson2620,8937,524,54752,Wed Jan 09 00:00:00 +0000 2013
chile_cl,1254304006358545955,parkergonzalez8987,7973,4382,65577,Sun Jan 19 00:00:00 +0000 2003
fake_cl,3242169647247100834,masonmurphy7899,7015,1506,16036,Mon Sep 04 00:00:00 +0000 2006
chile_cl,3504817065950325036,jaxsonramirez7618,1930,840,61741,Sat Dec 09 00:00:00 +0000 2023
harvard_cl,2883331602311690562,julianperez6669,4695,1694,90434,Sun Jun 30 00:00:00 +0000 2024
fake_cl,2837776705559073175,jackruiz3043,2756,3432,98155,Sat May 13 00:00:00 +0000 2006
udec_cl,8377130900105630086,nicholaswood2818,3068,2608,3856,Mon Jan 23 00:00:00 +0000 2006
harvard_cl,2261616534276428621,aaroncruz2264,8449,923,67951,Sat Mar 24 00:00:00 +0000 2018
fake_cl,7996594974772038634,santiagochavez3983,7410,240,57653,Fri Oct 06 00:00:00 +0000 2000
chile_cl,2185054585229699318,benjaminreed3174,6809,3006,52270,Mon Aug 13 00:00:00 +0000 2007
udec_cl,6801947792264309726,jackcastillo5017,6043,952,39923,Thu May 05 00:00:00 +0000 2016
chile_cl,5741460154037689341,aarongarcia6029,8474,3877,35471,Sat Feb 12 00:00:00 +0000 2011
udec_cl,5877804076802856148,everettreed1571,961,401,66253,Fri Dec 03 00:00:00 +0000 2021
harvard_cl,8251880065594608566,alexanderclark1600,4357,360,95651,Sat Oct 06 00:00:00 +0000 2001
chile_cl,2222101800776987258,jordanbrooks6389,3037,393,30671,Tue May 02 00:00:00 +0000 2000
noestudie_cl,3278561163231455227,adrianlopez8176,1379,4964,52659,Sat Feb 22 00:00:00 +0000 2014
harvard_cl,6359116199646277873,leobaker2622,1328,221,7022,Wed Jun 05 00:00:00 +0000 2024
harvard_cl,4299546203205196606,dylancampbell6410,4770,353,31818,Thu Jan 24 00:00:00 +0000 2013
udec_cl,109984069120285704,lincolnbaker6695,8539,2314,33180,Thu Aug 28 00:00:00 +0000 2003
udec_cl,1794678344556993298,jacksonprice2298,3739,1564,11751,Thu Jul 29 00:00:00 +0000 2004
chile_cl,8846308195805218379,josiahbennett7792,7253,2058,38536,Sun Aug 24 00:00:00 +0000 2014
noestudie_cl,649430435713333,christophercollins6222,4811,3320,45346,Thu May 04 00:00:00 +0000 2023
chile_cl,4698175207902410125,jacksoncooper4094,8273,2011,26273,Tue Apr 17 00:00:00 +0000 2018
fake_cl,3432914412195408369,andrewmorales6715,3439,2945,83679,Wed Jan 16 00:00:00 +0000 2008
chile_cl,8222070809163518828,greysonrichardson8275,5252,522,19364,Sat Oct 31 00:00:00 +0000 2020
udec_cl,8768926381091904529,wesleywood3227,3101,779,80026,Fri Jul 10 00:00:00 +0000 2015
harvard_cl,5470889314756433963,jaxsonyoung120,7820,4860,97806,Wed Jun 13 00:00:00 +0000 2007
harvard_cl,8809630926165375706,nathanmorgan3863,8009,4447,2234,Sun Jan 06 00:00:00 +0000 2002
chile_cl,3143510041326957382,dylanmiller1314,3114,732,39179,Fri Nov 02 00:00:00 +0000 2001
fake_cl,418216391294144215,joshuathompson7053,9240,4560,49675,Wed Feb 02 00:00:00 +0000 2005
chile_cl,8258191999397953185,adamfoster9491,2758,1646,51220,Fri Nov 11 00:00:00 +0000 2005
harvard_cl,2089461145450956980,robertallen4967,2369,4215,39841,Sun Dec 20 00:00:00 +0000 2015
noestudie_cl,4436527098952165967,jacobwatson678,1390,501,14528,Thu Nov 09 00:00:00 +0000 2023
noestudie_cl,7701414083774108998,danielanderson1144,6078,557,99704,Fri Aug 24 00:00:00 +0000 2012
fake_cl,4456155215132789826,christiandavis4580,7172,1030,23337,Sun May 16 00:00:00 +0000 2010
fake_cl,3759773468665356086,dylanwilson1735,6581,4111,66839,Sat Jul 18 00:00:00 +0000 2020
fake_cl,2232080563981467484,eliasnelson9830,1336,4766,77355,Mon Aug 11 00:00:00 +0000 2014
noestudie_cl,696346843376213959,hunterpatel7719,594,3264,1144,Wed Aug 17 00:00:00 +0000 2016
chile_cl,3639405226960072518,isaacbennett8454,75,3051,59163,Fri May 30 00:00:00 +0000 2008
chile_cl,4672397624424554401,nolanperez5759,6192,2714,85663,Tue May 16 00:00:00 +0000 2000
noestudie_cl,1913902186037972736,ryanruiz7035,8298,4792,41586,Tue Apr 12 00:00:00 +0000 2011
chile_cl,2432027220867875013,parkernguyen3483,9391,1572,21099,Tue Feb 26 00:00:00 +0000 2019
harvard_cl,1508304136066916098,angelhughes2375,373,4737,45827,Sat Apr 14 00:00:00 +0000 2018
noestudie_cl,342980939469993336,aaronjones1749,9375,1418,11761,Thu Oct 19 00:00:00 +0000 2000
fake_cl,1445108847168035926,axelwhite6911,5427,2959,4319,Tue Oct 13 00:00:00 +0000 2020
fake_cl,3181575286191248899,levimartin9397,7465,3270,30123,Wed Jan 09 00:00:00 +0000 2002
fake_cl,6509629545880381493,anthonyreed2017,1961,4855,9934,Mon Feb 05 00:00:00 +0000 2007
chile_cl,5295071562931121129,anthonyrivera487,6757,4273,3909,Fri Sep 10 00:00:00 +0000 2010
noestudie_cl,2984111901697220416,davidhall6863,8702,4452,77712,Sat Jul 29 00:00:00 +0000 2017
harvard_cl,3399774940909119658,dominicchavez764,7078,4099,6301,Sat Apr 17 00:00:00 +0000 2021
fake_cl,5854284999566906583,michaelroberts9217,8455,2545,71047,Tue Aug 27 00:00:00 +0000 2002
fake_cl,2176948713413783479,maverickreed6050,3714,327,40473,Thu Jan 02 00:00:00 +0000 2014
fake_cl,4698814434972659607,nolankim779,5127,3138,30926,Sat Apr 06 00:00:00 +0000 2002
udec_cl,1080700330181427547,romanramos9896,2456,3109,97783,Mon Jan 03 00:00:00 +0000 2011
noestudie_cl,8749994982141127706,ezraharris8093,4196,4707,48057,Fri Feb 22 00:00:00 +0000 2008
harvard_cl,6033095841699591159,adrianross6523,1616,4642,30339,Mon Dec 21 00:00:00 +0000 2009
fake_cl,7130682417660635543,josephortiz4542,8655,4757,12497,Sun Oct 24 00:00:00 +0000 2004
noestudie_cl,3342532920068601694,leomitchell3849,6114,2488,61162,Mon Jan 19 00:00:00 +0000 2004
harvard_cl,7446563645087809347,thomasjohnson5254,628,4724,26311,Fri Sep 28 00:00:00 +0000 2001
chile_cl,786203124919404190,milesrobinson1946,9620,574,77154,Sat Nov 05 00:00:00 +0000 2005
fake_cl,4945327524203342731,nolanpeterson7460,6251,1289,43252,Wed Jul 06 00:00:00 +0000 2016
fake_cl,6930938036059060536,lucarivera6849,1506,583,56020,Wed Mar 10 00:00:00 +0000 2004
udec_cl,7135424973396939129,johnwatson4544,9549,1968,31300,Sun Sep 14 00:00:00 +0000 2003
noestudie_cl,355987107132863713,kaibennett5301,3191,3645,38765,Sat Nov 02 00:00:00 +0000 2024
noestudie_cl,436254315489137651,michaelwhite5659,5436,1768,12364,Wed Feb 16 00:00:00 +0000 2000
chile_cl,8817309104686630711,nathantaylor4515,5294,4695,8082,Tue May 16 00:00:00 +0000 2000
chile_cl,4008083784215697422,matthewhoward6092,8013,1859,33307,Sun Jan 23 00:00:00 +0000 2005
fake_cl,8066530370806028870,hunterwalker2968,7600,4149,75069,Fri Dec 07 00:00:00 +0000 2001
udec_cl,4739562931627562174,jonathannelson556,6095,2949,39318,Thu Mar 02 00:00:00 +0000 2006
chile_cl,3785621194851813758,nicholaspatel2431,5376,981,53785,Sun Jul 04 00:00:00 +0000 2021
chile_cl,5188128949480281846,ezekiellong3070,4018,646,99707,Tue Feb 04 00:00:00 +0000 2003
noestudie_cl,6027648052772778766,alexandermorgan6254,6684,381,77572,Fri May 12 00:00:00 +0000 2006
chile_cl,5550503663935605598,wyattwood5242,2154,514,89890,Fri May 19 00:00:00 +0000 2006
fake_cl,7044300720445762837,josiahscott490,1014,3217,25985,Sat Oct 11 00:00:00 +0000 2014
chile_cl,5749993578511024061,milestorres3499,1428,520,46350,Sat Sep 01 00:00:00 +0000 2007
noestudie_cl,5990928858084498081,greysonkelly8491,8877,1350,35714,Wed Sep 06 00:00:00 +0000 2006
fake_cl,4491162872151532283,silastaylor9405,4716,547,83282,Mon Feb 15 00:00:00 +0000 2021
udec_cl,6803877201242672303,dylanyoung9271,7143,2137,52173,Tue Jun 06 00:00:00 +0000 2017
fake_cl,859736586710232593,elibennett4466,3147,2851,87807,Fri Nov 26 00:00:00 +0000 2021
chile_cl,9207836167800166882,jacksoncruz3290,4169,1172,77726,Sun Nov 18 00:00:00 +0000 2012
chile_cl,3070767674725175751,ethanyoung736,3082,564,63714,Tue Jan 10 00:00:00 +0000 2006
fake_cl,3329956875440449674,jaxsontaylor3469,9195,801,97598,Tue Apr 09 00:00:00 +0000 2002
fake_cl,6178233971104213792,aidenadams5371,1220,4830,90877,Tue Oct 22 00:00:00 +0000 2013
fake_cl,1371519559281683587,aarongonzalez3286,665,1820,35693,Thu Jan 04 00:00:00 +0000 2007
noestudie_cl,1914653605597494379,andrewcook8287,1804,3439,62534,Wed Jul 17 00:00:00 +0000 2019
fake_cl,8553570090840922914,aidenfoster1721,5034,4577,67662,Fri Dec 21 00:00:00 +0000 2007
chile_cl,2714782341384182446,jonathanhill2295,1887,204,20577,Fri Sep 16 00:00:00 +0000 2022
harvard_cl,3708546280595014108,robertmorgan962,4259,3028,90816,Sat Oct 23 00:00:00 +0000 2010
udec_cl,1169417993182236540,asheranderson1533,125,1490,20823,Mon Jun 06 00:00:00 +0000 2016
fake_cl,3380891206938990466,iancooper4235,8475,4939,1444,Sun Aug 31 00:00:00 +0000 2003
fake_cl,8707319763011831221,jonathanfoster1331,3345,2198,40993,Tue May 22 00:00:00 +0000 2001
harvard_cl,7090012531637393178,connorstewart5937,1759,4762,54630,Wed Dec 20 00:00:00 +0000 2006
noestudie_cl,7740287118382977174,silastorres78,1952,724,90162,Sun Nov 27 00:00:00 +0000 2016
noestudie_cl,1824356297260808502,josesanderson6228,6372,4579,9522,Sun Jan 15 00:00:00 +0000 2006
harvard_cl,4175417357822574869,jacknelson7117,5554,360,66106,Mon Sep 08 00:00:00 +0000 2008
fake_cl,5005037693587698947,ezraward8495,3948,3323,84533,Sun Mar 01 00:00:00 +0000 2020
chile_cl,6857949441672649460,carterlee1051,3606,4446,11839,Sat Apr 24 00:00:00 +0000 2010
harvard_cl,3346734225593249674,mileswhite4625,6945,1837,68910,Tue Mar 23 00:00:00 +0000 2010
udec_cl,7922544365204792469,lukefoster2494,3739,4098,8743,Sat Mar 24 00:00:00 +0000 2007
harvard_cl,1598698644767419781,nolancollins2938,8477,224,14005,Tue Mar 27 00:00:00 +0000 2007
noestudie_cl,3206972594463268501,lincolnwalker3636,2273,2812,68397,Sun Sep 16 00:00:00 +0000 2012
fake_cl,9033657525257919715,jaydengonzalez5213,8990,2879,40864,Tue Aug 10 00:00:00 +0000 2010
udec_cl,5884239078239384510,christianwatson5986,2915,2420,54810,Wed Aug 09 00:00:00 +0000 2006
noestudie_cl,5195693802395869973,josereed828,1624,1859,90912,Sun Jan 01 00:00:00 +0000 2006
chile_cl,4255934546506906893,elismith2388,402,3659,36335,Thu Jun 29 00:00:00 +0000 2006
harvard_cl,5600000803907909816,dylanross9326,364,4753,32176,Tue Aug 01 00:00:00 +0000 2000
udec_cl,3130114135626509867,adamrogers5683,6317,4613,44616,Wed Oct 19 00:00:00 +0000 2016
fake_cl,6387561515082672089,leojackson6867,8130,3604,85757,Fri Apr 10 00:00:00 +0000 2009
chile_cl,7779995114143873482,ezekielwilson2099,1997,651,23761,Wed Feb 19 00:00:00 +0000 2014
fake_cl,4059735692712855812,cameronalvarez7276,4214,4022,17980,Fri Jan 12 00:00:00 +0000 2018
udec_cl,6693729262950672184,christianevans406,8281,4965,52622,Tue Jan 12 00:00:00 +0000 2016
fake_cl,8944828312996828839,xavierreed79,4570,2942,54493,Wed Sep 20 00:00:00 +0000 2023
udec_cl,2425765635561649510,liamcollins4985,6278,3899,84218,Mon Jun 29 00:00:00 +0000 2020
fake_cl,2969474406314428995,levistewart4060,6288,247,41511,Sun May 12 00:00:00 +0000 2002
fake_cl,3824434982363093000,joshuaparker8887,6648,4495,6717,Fri Jun 19 00:00:00 +0000 2015
udec_cl,7928830851012477324,landonkelly4288,3987,859,5231,Mon Aug 25 00:00:00 +0000 2008
udec_cl,3927134327213936537,jacebailey7348,3029,60,91413,Mon Sep 14 00:00:00 +0000 2009
noestudie_cl,2323549390490641662,lincolnwright4008,8996,4231,31577,Tue Feb 19 00:00:00 +0000 2002
fake_cl,8807831462793011939,adambailey6671,878,2531,89258,Sat Apr 01 00:00:00 +0000 2000
chile_cl,2414459227528699071,davidalvarez4783,1839,3573,54097,Tue Aug 12 00:00:00 +0000 2003
udec_cl,3119110558103049349,benjaminjones6649,6219,3088,49341,Sun Dec 10 00:00:00 +0000 2023
fake_cl,6095686943455485125,jacksonthomas6828,730,2236,82595,Thu Apr 15 00:00:00 +0000 2004
harvard_cl,4981835984326319612,maverickscott8240,1890,4812,38782,Wed Jun 25 00:00:00 +0000 2008
noestudie_cl,5589078324203826956,ezrahughes1902,2650,4887,91519,Fri Dec 28 00:00:00 +0000 2012
fake_cl,8139036656417048331,robertward5970,5630,411,22513,Mon Aug 21 00:00:00 +0000 2017
fake_cl,6987336327821651409,aarondiaz2159,4813,3325,96013,Tue Apr 01 00:00:00 +0000 2003
harvard_cl,1647886561681729496,romanhill4818,9760,3374,67258,Fri May 12 00:00:00 +0000 2006
harvard_cl,4656350988223251257,kaydenedwards1252,6460,494,4575,Sat Jan 01 00:00:00 +0000 2000
harvard_cl,3424054782671823719,henrymartinez6061,5541,3946,4659,Sun Nov 28 00:00:00 +0000 2021
harvard_cl,6103696571457025138,loganclark6864,7802,569,55374,Thu May 22 00:00:00 +0000 2008
fake_cl,3797709564087386171,isaacdiaz7424,4429,376,42768,Thu Nov 21 00:00:00 +0000 2002
chile_cl,6821066860623782706,eliascollins3332,5594,3235,49216,Sun Jan 08 00:00:00 +0000 2012
